Nombre del Centro;Nº de Registro;Dirección;Código postal;Localidad;Provincia;Teléfono;Fax;Tipo de Centro;Finalidad Asistencial;Titularidad;Dependencia Funcional
CONSULTA DE TRAUMATOLOGÍA DE D. MAXIMINO ORTIZ PÉREZ;09-C21-0046;CL. MADRID 9  I;09002;BURGOS;BURGOS;947265031;0;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;ORTIZ PÉREZ , MAXIMINO;PRIVADOS;
CONSULTA DE TRAUMATOLOGÍA DE D. MIGUEL OTERO GÓMEZ;;AV. SANTA CRUZ DE TENERIFE (CLÍNICA SANTA TERESA) 11  ;05005;AVILA;AVILA;920221450;0;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;OTERO GÓMEZ , MIGUEL;PRIVADOS;
CONSULTA DE TRAUMATOLOGÍA DE D. PABLO BELTRÁN DE HEREDIA RENTERÍA;47-C21-0018;CL. SANTIAGO 28  B;47001;VALLADOLID;VALLADOLID;983337225;0;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;NAVARRO NÚÑEZ , ENRIQUE;PRIVADOS;
CONSULTA DE TRAUMATOLOGÍA DR. ARTECHE;09-C21-0201;CL. CRUZ ROJA, S/N   ;09006;BURGOS;BURGOS;947244055;947240424;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;JUAN ARTECHE Y ASOCIADOS, C.B.;PRIVADOS;
CONSULTA DE TRAUMATOLOGÍA DR. FRANCISCO JAVIER NISTAL RODRÍGUEZ;47-C21-0343;CL. FIDEL RECIO (SAGRADO CORAZÓN) 1  ;47002;VALLADOLID;VALLADOLID;983341233;983341233;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;NISTAL Y FRAILE SL;PRIVADOS;
CONSULTA DE TRAUMATOLOGÍA DR. LADERO;05-C21-0096;AV. SANTA CRUZ DE TENERIFE (CLÍNICA SANTA TERESA) 11  ;05005;AVILA;AVILA;920252525;920222342;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;LADERO MORALES , FERNANDO;PRIVADOS;
CONSULTA DE TRAUMATOLOGÍA DR. LÓPEZ GARZÓN;49-C21-0010;AV. CARDENAL CISNEROS 47  D;49010;ZAMORA;ZAMORA;980557390;980557390;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;LÓPEZ GARZÓN , JUAN CARLOS;PRIVADOS;
CONSULTA DE TRAUMATOLOGÍA DR. MANUEL FRANCISCO GARCÍA ALONSO;47-C21-0342;CL. FIDEL RECIO (HOSPITAL SAGRADO CORAZÓN) 1  ;47002;VALLADOLID;VALLADOLID;983341233;983341233;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;OSFI 1997 SL;PRIVADOS;
CONSULTA DE TRAUMATOLOGÍA DR. RAFAEL RAMOS GALEA;47-C21-0341;CL. FIDEL RECIO 1 (HOSPITAL SAGRADO CORAZÓN) 1  ;47002;VALLADOLID;VALLADOLID;983341233;983341233;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;COTYDEBA SL;PRIVADOS;
CONSULTA DE TRAUMATOLOGÍA FUENTES BAZÁN TRAUMATOLOGÍA, S.L.;09-C21-0181;CL. CRUZ ROJA, S/N (HOSPITAL RECOLETAS BURGOS)   ;09006;BURGOS;BURGOS;947244055;947240424;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;FUENTES BAZÁN TRAUMATOLOGÍA, S.L.;PRIVADOS;
CONSULTA DE TRAUMATOLOGIA JULIO A. VILLAR PÉREZ;24-C21-0195;CL. RAMIRO VALBUENA 12  A;24001;LEON;LEON;987230132;987247205;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;VILLAR PEREZ , JULIO A. ;PRIVADOS;
CONSULTA DE TRAUMATOLOGIA TRAUMA C.B.;24-C21-0109;AV. RAMIRO VALBUENA 12  A;24002;LEON;LEON;987230132;0;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;TRAUMA, C.B.;PRIVADOS;
CONSULTA DE TRAUMATOLOGÍA TRAUMÁVILA;05-C2590-0011;AV. JUAN CARLOS I (CENTRO CATEM) 37  ;05004;AVILA;AVILA;920219393;0;OTROS CENTROS ESPECIALIZADOS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;TRAUMÁVILA, S.L.;PRIVADOS;
CONSULTA DE TRAUMATOLOGÍA Y C. ORTOP. DE MOHAMED ABDUL RAZZAK ABDEL-LATIF;42-C21-0025;CL. SAGUNTO 14  K;42001;SORIA;SORIA;975225939;975225939;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;ABDUL RAZZAK ABDEL-LATIF , MOHAMED;PRIVADOS;
CONSULTA DE TRAUMATOLOGÍA Y C. ORTOPÉDICA D. JOSÉ MANUEL PRIETO GARCÍA;49-C21-0069;CL. CERVANTES 1 A B;49013;ZAMORA;ZAMORA;980522079;980522079;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;PRIETO GARCÍA , JOSÉ MANUEL;PRIVADOS;
CONSULTA DE TRAUMATOLOGÍA Y C. ORTOPÉDICA D. LUIS FRANCISCO CALVO ALDEA;49-C21-0070;AV. DE REQUEJO 17  A;49012;ZAMORA;ZAMORA;980519537;0;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;CALVO ALDEA , LUIS FRANCISCO;PRIVADOS;
CONSULTA DE TRAUMATOLOGÍA Y C. ORTOPÉDICA D. MIGUEL ÁNGEL RUANO MARTÍN;49-C21-0078;AV. CARDENAL CISNEROS 44  ;49011;ZAMORA;ZAMORA;980671417;0;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;RUANO Y GULLÓN, S.L.N.E.;PRIVADOS;
CONSULTA DE TRAUMATOLOGIA Y C. ORTOPEDICA DE D. MANUEL GONZALEZ RODRIGUEZ ;34-C21-0071;CL. MARIA E MOLINA 7  ;34002;PALENCIA;PALENCIA;979702673;0;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;GONZALEZ  RODRIGUEZ , MANUEL;PRIVADOS;
CONSULTA DE TRAUMATOLOGÍA Y CIRUGÍA ORTOPÉDICA D. JUAN JOSÉ BLANCO SANCHÓN;49-C21-0123;CL. CAMPO DE MARTE 5  ;49007;ZAMORA;ZAMORA;980166583;0;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;BLANCO  SANCHÓN , JUAN JOSÉ;PRIVADOS;
CONSULTA DE TRAUMATOLOGÍA Y CIRUGÍA ORTOPÉDICA D. JUAN JOSÉ BLANCO SANCHÓN;49-C21-0131;CL. SANTA TERESA 24  ;49013;ZAMORA;ZAMORA;980671982;980671144;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;BLANCO  SANCHÓN , JUAN JOSÉ;PRIVADOS;
CONSULTA DE TRAUMATOLOGÍA Y CIRUGÍA ORTOPÉDICA D. MANUEL GARCÍA BERNAL;49-C21-0049;CL. CORTINAS SAN MIGUEL 17  A;49015;ZAMORA;ZAMORA;980531662;980531662;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;GARCÍA BERNAL , MANUEL;PRIVADOS;
CONSULTA DE TRAUMATOLOGÍA Y CIRUGÍA ORTOPÉDICA DE D. OMAR FAOUR MARTÍN;37-C21-0240;CL. MARÍA AUXILIADORA 20  E;37004;SALAMANCA;SALAMANCA;651479875;0;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;FAOUR MARTÍN , OMAR;PRIVADOS;
CONSULTA DE TRAUMATOLOGÍA Y ORTOPEDIA D. JUAN J. DÍAZ DÍAZ;47-C21-0059;CL. JUAN DE JUNI  2  D;47006;VALLADOLID;VALLADOLID;983332453;0;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;DÍAZ DÍAZ , JUAN JESÚS;PRIVADOS;
CONSULTA DE TRAUMATOLOGÍA Y ORTOPEDIA DE D. ADRIÁN GARCÍA RODRÍGUEZ;37-C21-0007;CL. ZAMORA 44-46  D;37000;SALAMANCA;SALAMANCA;923260065;923260065;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;GARCÍA RODRÍGUEZ , ADRIÁN;PRIVADOS;
CONSULTA DE TRAUMATOLOGÍA Y ORTOPEDIA DE D. JOSÉ MANUEL PERALES RUIZ;09-C21-0134;AV. DEL CID CAMPEADOR  112  B;09006;BURGOS;BURGOS;947223683;0;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;PERALES RUÍZ , JOSÉ MANUEL;PRIVADOS;
CONSULTA DE TRAUMATOLOGÍA Y ORTOPEDIA DE D. MIGUEL ÁNGEL GARCÍA GONZÁLEZ;37-C21-0230;PS. DE CANALEJAS 1  C;37001;SALAMANCA;SALAMANCA;606969667;0;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;GARCÍA GONZÁLEZ , MIGUEL ANGEL;PRIVADOS;
CONSULTA DE TRAUMATOLOGÍA Y ORTOPEDIA DE D. MIGUEL Mª SÁNCHEZ MARTÍN;47-C21-0088;CL. REGALADO  13  D;47002;VALLADOLID;VALLADOLID;983300121;0;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;SÁNCHEZ MARTÍN , MIGUEL MARÍA;PRIVADOS;
CONSULTA DE TRAUMATOLOGÍA Y ORTOPEDIA DE Mª DE LOS REYES FERNÁNDEZ LAUREDA;09-C21-0160;CL. SAN LÁZARO 21  ;09400;ARANDA DE DUERO;BURGOS;947511768;0;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;FERNÁNDEZ LAUREDA , MARÍA DE LOS REYES;PRIVADOS;
CONSULTA DE UROLOGÍA D. ANDRÉS GAGO JUAN;49-C21-0074;AV. PRÍNCIPE DE ASTURIAS 7  A;49012;ZAMORA;ZAMORA;980670157;0;CONSULTAS MÉDICAS;UROLOGÍA;GAGO JUAN , ANDRÉS;PRIVADOS;
CONSULTA DE UROLOGÍA D. JOSÉ ANTONIO SÁNCHEZ SANTOS;;CL. GAMAZO  4  C;47004;VALLADOLID;VALLADOLID;983306532;983306532;CONSULTAS MÉDICAS;UROLOGÍA;SÁNCHEZ SANTOS , JOSÉ ANTONIO;PRIVADOS;
CONSULTA DE UROLOGÍA D. MARIO MARTÍN HERNÁNDEZ;05-C21-0105;AV. SANTA CRUZ DE TENERIFE (CLÍNICA SANTA TERESA) 11  ;05005;AVILA;AVILA;920252525;0;CONSULTAS MÉDICAS;UROLOGÍA;MARTÍN HERNÁNDEZ , MARIO;PRIVADOS;
CONSULTA DE UROLOGÍA D. MÁXIMO PORTO SIERRA;49-C21-0062;AV. VICTOR GALLEGO 2  D;49013;ZAMORA;ZAMORA;980521433;0;CONSULTAS MÉDICAS;UROLOGÍA;PORTO SIERRA , MAXIMO;PRIVADOS;
CONSULTA DE UROLOGÍA DE D. EMILIO GUTIÉRREZ MÍNGUEZ;09-C21-0127;AV. REYES CATÓLICOS 4  B;09005;BURGOS;BURGOS;947274906;0;CONSULTAS MÉDICAS;UROLOGÍA;GUTIÉRREZ MÍNGUEZ , EMILIO;PRIVADOS;
CONSULTA DE UROLOGÍA DE D. ENRIQUE TEJEDA BAÑEZ;34-C21-0054;AV. VALLADOLID 2  D;34002;PALENCIA;PALENCIA;979729779;979729779;CONSULTAS MÉDICAS;UROLOGÍA;TEJEDA BAÑEZ , ENRIQUE;PRIVADOS;
CONSULTA DE UROLOGÍA DE D. FERNANDO MARTÍNEZ FRAILE;34-C21-0043;CL. VALENTÍN CALDERÓN  17  C;34001;PALENCIA;PALENCIA;979745180;0;CONSULTAS MÉDICAS;UROLOGÍA;MARTÍNEZ FRAILE , FERNANDO;PRIVADOS;
CONSULTA DE UROLOGÍA DE D. GONZALO SANZ PÉREZ;09-C21-0165;CL. SAN LÁZARO 21  ;09400;ARANDA DE DUERO;BURGOS;947511768;0;CONSULTAS MÉDICAS;UROLOGÍA;SANZ PÉREZ , GONZALO;PRIVADOS;
CONSULTA DE UROLOGÍA DE D. GRACIANO DIEZ MENENDEZ;24-C21-0134;PZ. INMACULADA 1  D;24001;LEON;LEON;987220650;0;CONSULTAS MÉDICAS;UROLOGÍA;DIEZ MENENDEZ , GRACIANO;PRIVADOS;
CONSULTA DE UROLOGÍA DE D. JOSÉ IGNACIO ISUSQUIZA CARRO;05-C21-0075;AV. SANTA CRUZ DE TENERIFE (CLÍNICA SANTA TERESA) 11  ;05005;AVILA;AVILA;920221450;920222342;CONSULTAS MÉDICAS;UROLOGÍA;ISUSQUIZA CARRO , JOSÉ IGNACIO;PRIVADOS;
CONSULTA DE UROLOGÍA DE D. JOSÉ RAMÓN CORTIÑAS GONZÁLEZ;47-C21-0094;CL. CONSTITUCIÓN  7  A;47001;VALLADOLID;VALLADOLID;983358538;0;CONSULTAS MÉDICAS;UROLOGÍA;CORTIÑAS GONZÁLEZ , JOSÉ RAMÓN;PRIVADOS;
CONSULTA DE UROLOGÍA DE D. JUAN MIGUEL SILVA ABUÍN;37-C21-0156;CL. REYES CATÓLICOS 1-9  B;37001;SALAMANCA;SALAMANCA;923261846;0;CONSULTAS MÉDICAS;UROLOGÍA;SILVA ABUÍN , JUAN MIGUEL;PRIVADOS;
CONSULTA DE UROLOGÍA DE D. JULIO ANTONIO GÓMEZ LÓPEZ;09-C21-0066;CL. SAN COSME 2  D;09002;BURGOS;BURGOS;947205590;0;CONSULTAS MÉDICAS;UROLOGÍA;GÓMEZ LÓPEZ , JULIO ANTONIO;PRIVADOS;
CONSULTA DE UROLOGÍA DE D. LOPE MARTÍN RODRÍGUEZ;40-C21-0031;CL. EZEQUIEL GONZÁLEZ 37  C;40002;SEGOVIA;SEGOVIA;921427401;0;CONSULTAS MÉDICAS;UROLOGÍA;MARTÍN RODRÍGUEZ , LOPE;PRIVADOS;
CONSULTA DE UROLOGÍA DE D. MANUEL ANGEL RUIZ SERRANO;47-C21-0337;PS. ZORRILLA 157  A;47008;VALLADOLID;VALLADOLID;983249521;0;CONSULTAS MÉDICAS;UROLOGÍA;RUIZ  SERRANO , MANUEL ANGEL;PRIVADOS;
CONSULTA DE UROLOGÍA DE D. MANUEL E. BENÉITEZ ÁLVAREZ;24-C21-0005;CL. LOPE DE VEGA 9  D;24002;LEON;LEON;987211851;0;CONSULTAS MÉDICAS;UROLOGÍA;BENÉITEZ ÁLVAREZ , MANUEL EMILIO;PRIVADOS;
CONSULTA DE UROLOGÍA DE D. MAXIMINO LOZANO REBOLLO (CLÍNICA SAN FRANCISCO);24-C21-0014;CL. MARQUESES DE SAN ISIDRO, Nº 11 (CLÍNICA SAN FRANCISCO)   ;24004;LEON;LEON;987251012;0;CONSULTAS MÉDICAS;UROLOGÍA;LOZANO REBOLLO , MAXIMINO;PRIVADOS;
CONSULTA DE UROLOGÍA DE D. RICARDO ESPUELA ORGAZ;42-C21-0039;RD. ELOY SANZ VILLA, 2, BAJO (CENTRO MÉDICO PAMA)   ;42003;SORIA;SORIA;975228052;975231379;CONSULTAS MÉDICAS;UROLOGÍA;ESPUELA ORGAZ , RICARDO;PRIVADOS;
CONSULTA DE UROLOGÍA DR. AGÜERA FERNÁNDEZ;09-C21-0184;CL. FEDERICO MARTÍNEZ VAREA (AVICENA CENTRO) 29  ;09006;BURGOS;BURGOS;947265301;0;CONSULTAS MÉDICAS;UROLOGÍA;INSTITUTO BURGALÉS DE UROLOGÍA, S.L.U.;PRIVADOS;
CONSULTA DE UROLOGIA DR. GARCIA DIEZ;24-C21-0177;CL. MARQUESES DE SAN ISIDRO (CLINICA SAN FRANCISCO) 11  ;24004;LEON;LEON;987251012;0;CONSULTAS MÉDICAS;UROLOGÍA;GARCIA DIEZ , FRUCTUOSO;PRIVADOS;
CONSULTA DE UROLOGÍA DR. JOSÉ HERIBERTO AMÓN SESMERO;47-C21-0321;CL. FIDEL RECIO (SANATORIO SAGRADO CORAZÓN) 1  ;47002;VALLADOLID;VALLADOLID;983210055;0;CONSULTAS MÉDICAS;UROLOGÍA;AMÓN SESMERO , JOSÉ HERIBERTO;PRIVADOS;
CONSULTA DE URULOGÍA DE D. MIGUEL ADRIOZOLA SEMINO;34-C21-0088;CL. MARIA DE MOLINA 7  ;34002;PALENCIA;PALENCIA;679591289;979702673;CONSULTAS MÉDICAS;UROLOGÍA;ADRIAZOLA SEMINO , MIGUEL;PRIVADOS;
CONSULTA DE VALORACIÓN DE DAÑO CORPORAL D. CARLOS FERNÁNDEZ GUZMÁN (VADACO);24-C21-0138;CL. DAMA ARINTERO 6  A;24008;LEON;LEON;629265428;0;CONSULTAS MÉDICAS;OTRAS UNIDADES ASISTENCIALES;FERNÁNDEZ GUZMÁN , CARLOS GUILLERMO;PRIVADOS;
CONSULTA DEL DOLOR DE D. EDUARDO GARCIA MUNILLA;05-C21-0059;PZ. SAN MIGUEL, Nº 5, BAJO DRCHA   ;05001;AVILA;AVILA;679213230;0;CONSULTAS MÉDICAS;ANESTESIA Y REANIMACIÓN#TRATAMIENTO DEL DOLOR;GARCIA MUNILLA , EDUARDO;PRIVADOS;
CONSULTA DENTAL COLÓN 16 BECERRIL;34-C251-0065;CL. COLÓN 16  ;34002;PALENCIA;PALENCIA;979101067;979101066;ESPECIALIZADOS: CLÍNICAS DENTALES;ODONTOLOGÍA / ESTOMATOLOGÍA;BECERRIL RAMOS , JUAN;PRIVADOS;
CONSULTA DERMATOLÓGICA DE Dª INMACULADA RUIZ GONZÁLEZ;24-C21-0095;CL. RAMIRO VALBUENA 2  G;24002;LEON;LEON;987271880;0;CONSULTAS MÉDICAS;DERMATOLOGÍA ;RUIZ GONZÁLEZ , INMACULADA;PRIVADOS;
CONSULTA DERMATOLÓGICA TERESA E. LÁZARO CANTALEJO;40-C21-0071;CL. ARROYO ADOBERA  3  ;40270;CARBONERO EL MAYOR;SEGOVIA;921560331;921560331;CONSULTAS MÉDICAS;DERMATOLOGÍA ;LÁZARO CANTALEJO , TERESA EFIGENIA;PRIVADOS;
CONSULTA DOCTORA GONZÁLEZ ;42-C21-0023;CL. PUERTAS DE PRO 12  ;42002;SORIA;SORIA;975221469;0;CONSULTAS MÉDICAS;DEPÓSITO DE MEDICAMENTOS#MEDICINA ESTÉTICA#TERAPIAS NO CONVENCIONALES;GONZÁLEZ BLÁZQUEZ , MARÍA CONCEPCIÓN;PRIVADOS;
CONSULTA DOMICILIARIA DE FISIOTERAPIA DE Dª. MARÍA BELÉN SÁNCHEZ GARCÍA;37-C22-0053;CL. MAYOR 94  ;37290;BOADA;SALAMANCA;666030616;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;SÁNCHEZ GARCÍA , MARÍA BELÉN;PRIVADOS;
CONSULTA DR. MARTÍN FERRERO;47-C21-0292;CL. CÁNOVAS DEL CASTILLO  11  C;47002;VALLADOLID;VALLADOLID;983395694;0;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;MARTÍN FERRERO , MIGUEL ANGEL;PRIVADOS;
CONSULTA ENDOCRINOLOGÍA Y NUTRICIÓN D. H. ROMERO FERNÁNDEZ;47-C21-0030;CL. BAILÉN  4  B;47004;VALLADOLID;VALLADOLID;983309168;0;CONSULTAS MÉDICAS;ENDOCRINOLOGÍA ;ROMERO FERNÁNDEZ , HELIODORO;PRIVADOS;
CONSULTA ENDOCRINOLOGÍA Y NUTRICIÓN D. JOSÉ F. ZURRO HERNÁNDEZ;47-C21-0053;CL. MURO  16  B;47004;VALLADOLID;VALLADOLID;983397206;983397206;CONSULTAS MÉDICAS;ENDOCRINOLOGÍA ;ZURRO HERNÁNDEZ , JOSÉ FERNANDO;PRIVADOS;
CONSULTA ENFERMERÍA DE ALBA ROJO CALDERON;24-C22-0230;CL. TENERÍAS 16  ;24750;BAÑEZA (LA);LEON;987655256;987655255;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;ENFERMERÍA;ROJO CALDERON , ALBA MARIA;PRIVADOS;
CONSULTA ENFERMERÍA OBSTÉTRICO-GINE.-MATRONA  Dª. ANA BELÉN NOVOA RIVERO;49-C22-0057;CL. DE LAS CARNICERÍAS 4  ;49600;BENAVENTE;ZAMORA;980636565;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;ENFERMERÍA OBSTÉTRICO - GINECOLÓGICA (MATRONA);NOVOA RIVERO , ANA BELÉN;PRIVADOS;
CONSULTA GINECOLOGIA DRA PEREZ LLAMAS;24-C21-0119;CL. LUCAS DE TUY 18  ;24001;LEON;LEON;987248316;0;CONSULTAS MÉDICAS;GINECOLOGÍA #OBSTETRICIA;PÉREZ LLAMAS , ANA MARÍA;PRIVADOS;
CONSULTA GINECOLÓGICA DE Dª MARTA SANZ CID;47-C21-0359;CL. ATRIO DE SANTIAGO 7  B;47001;VALLADOLID;VALLADOLID;983395627;0;CONSULTAS MÉDICAS;GINECOLOGÍA #OBSTETRICIA;SANZ CID , MARTA;PRIVADOS;
CONSULTA INTEGRAL DEL PIE;40-C22-0044;CL. JOSÉ ZORRILLA 6  A;40002;SEGOVIA;SEGOVIA;921438279;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;ATENCIÓN SANITARIA DOMICILIARIA#PODOLOGÍA;GREHAN PASTOR , STEPHEN DANIEL;PRIVADOS;
CONSULTA LETI MARTÍNEZ;47-C22-0214;CL. ARNALDO DE VILANOVA (PORTAL B) ( INSTALACIONES CENTRO MTE) 8  D;47195;ARROYO;VALLADOLID;679035770;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;OTRAS UNIDADES ASISTENCIALES (PSICOLOGÍA SANITARIA);MARTÍNEZ  FERNÁNDEZ , LETICIA;PRIVADOS;
CONSULTA MEDICA  DE ENDOCRINOLOGIA, NUTRICION Y DIETETICA ISIDORO CANO RGEZ;24-C21-0189;AV. ORDOÑO II 11  C;24001;LEON;LEON;987213870;0;CONSULTAS MÉDICAS;ENDOCRINOLOGÍA ;CANO RODRIGUEZ , ISIDORO;PRIVADOS;
CONSULTA MÉDICA Dª ANA ROSA GONZÁLEZ SÁNCHEZ (CLÍNICA RENACIMIENTO);24-C21-0011;AV. GRAN VÍA SAN MARCOS 15  C;24001;LEON;LEON;987249611;987249611;CONSULTAS MÉDICAS;DEPÓSITO DE MEDICAMENTOS#MEDICINA ESTÉTICA#MEDICINA GENERAL /  DE FAMILIA#OTRAS UNIDADES ASISTENCIALES;GONZÁLEZ SÁNCHEZ , ANA ROSA;PRIVADOS;
CONSULTA MÉDICA D. JUAN FRANCISCO ANAYA BUENO;37-C21-0073;CL. COLÓN Nº 52, ENTRESUELO   ;37700;BEJAR;SALAMANCA;660223254;0;CONSULTAS MÉDICAS;MEDICINA GENERAL /  DE FAMILIA;ANAYA BUENO , JUAN FRANCISCO;PRIVADOS;
CONSULTA MÉDICA D. MIGUEL ANGEL GUERRERO CALDERÓN (CLÍNICA RENACIMIENTO);24-C21-0012;AV. GRAN VÍA SAN MARCOS 15  C;24001;LEON;LEON;987271178;0;CONSULTAS MÉDICAS;FONIATRÍA#MEDICINA ESTÉTICA#MEDICINA GENERAL /  DE FAMILIA;GUERRERO CALDERÓN , MIGUEL ANGEL;PRIVADOS;
CONSULTA MEDICA DE ALERGOLOGIA BEGOÑA BLANCO REINOSA;24-C21-0184;CL. MARQUESES DE SAN ISIDRO (CLINICA SAN FRANCISCO) 11  ;24004;LEON;LEON;0;0;CONSULTAS MÉDICAS;ALERGOLOGÍA;BLANCO REINOSA , BEGOÑA;PRIVADOS;
CONSULTA MÉDICA DE APARATO DIGESTIVO D. EMILIANO FRANCO;24-C21-0037;PZ. CORTES LEONESAS 7  D;24003;LEON;LEON;987204511;0;CONSULTAS MÉDICAS;APARATO DIGESTIVO;FRANCO FRANCO , EMILIANO;PRIVADOS;
CONSULTA MEDICA DE CIRG. ORTOPEDICA Y TRAUMAT. D. GREGORIO DIEZ FERNANDEZ;24-C21-0179;AV. MARQUESES DE SAN ISIDRO (CLINICA SAN FRANCISCO) 11  ;24004;LEON;LEON;987251012;0;CONSULTAS MÉDICAS;CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA;DIEZ FERNANDEZ , GREGORIO;PRIVADOS;
CONSULTA MÉDICA DE D. ALFREDO VILLAVERDE FERNÁNDEZ;24-C21-0137;CL. 19 DE OCTUBRE 2  A;24008;LEON;LEON;987223004;0;CONSULTAS MÉDICAS;OTRAS UNIDADES ASISTENCIALES;VILLAVERDE FERNÁNDEZ , ALFREDO;PRIVADOS;
CONSULTA MÉDICA DE D. ANGEL GARCÍA GÓMEZ;47-C21-0100;CL. DÁRSENA 5  ;47009;VALLADOLID;VALLADOLID;983374773;0;CONSULTAS MÉDICAS;MEDICINA GENERAL /  DE FAMILIA;SANCHEZ ESTELLA , JUAN ;PRIVADOS;
CONSULTA MÉDICA DE Dª AURELIA VILLAR BONET;47-C21-0318;CL. REGALADO 9  D;47002;VALLADOLID;VALLADOLID;983212131;0;CONSULTAS MÉDICAS;ENDOCRINOLOGÍA ;VILLAR BONET , AURELIA;PRIVADOS;
CONSULTA MÉDICA DE D. DESIDERIO ÁLVAREZ GARCÍA;37-C21-0127;RD. DE SANCTI SPIRITUS 17 2 B;37001;SALAMANCA;SALAMANCA;923267082;0;CONSULTAS MÉDICAS;CARDIOLOGÍA#MEDICINA INTERNA#NEUMOLOGÍA;ÁLVAREZ GARCÍA , DESIDERIO;PRIVADOS;
CONSULTA MÉDICA DE D. EDUARDO GARCÍA VALTIERRA;09-C21-0016;AV. REYES CATÓLICOS 16 1ª F;09005;BURGOS;BURGOS;947218238;0;CONSULTAS MÉDICAS;MEDICINA GENERAL /  DE FAMILIA#TERAPIAS NO CONVENCIONALES;GARCÍA VALTIERRA , EDUARDO;PRIVADOS;
CONSULTA MÉDICA DE D. FRANCISCO LÁZARO GÓMEZ;47-C21-0140;CL. PUENTE COLGANTE 49  E;47007;VALLADOLID;VALLADOLID;627418064;0;CONSULTAS MÉDICAS;MEDICINA GENERAL /  DE FAMILIA;LÁZARO GÓMEZ , FRANCISCO;PRIVADOS;
CONSULTA MÉDICA DE D. GERARDO LUIS JIMÉNEZ VAQUERO;47-C21-0329;CL. PAULINA HARRIET 6  A;47006;VALLADOLID;VALLADOLID;983354910;0;CONSULTAS MÉDICAS;OTRAS UNIDADES ASISTENCIALES;JIMÉNEZ VAQUERO , GERARDO LUIS;PRIVADOS;
CONSULTA MÉDICA DE D. JESÚS MANUEL CULEBRAS FERNÁNDEZ;24-C21-0091;CL. GRAN VÍA SAN MARCOS 21  A;24001;LEON;LEON;987243451;987243658;CONSULTAS MÉDICAS;CIRUGÍA GENERAL Y DIGESTIVO;CULEBRAS FERNÁNDEZ , JESÚS MANUEL;PRIVADOS;
